禪,禅
禪,禅
齋,斎
齋,斎
齋,斎
祿,禄
祿,禄
祕,秘
祕,秘
祕,秘
碎,砕
碎,砕
碎,砕
眞,真
眞,真
眞,真
盡,尽
盡,尽
盡,尽
發,発
發,発
發,発
癡,痴
癡,痴
癡,痴
疊,畳
疊,畳
疊,畳
當,当
當,当
當,当
畫,画
畫,画
畫,画
瓣,弁
瓣,弁
瓣,弁
獻,献
獻,献
獻,献
獵,猟
獵,猟
獵,猟
獸,獣
獸,獣
獸,獣
獨,独
獨,独
獨,独
默,黙
默,黙
默,黙
狹,狭
狹,狭
狹,狭
犧,犠
犧,犠
犧,犠
爲,為
爲,為
爲,為
爭,争
爭,争
爭,争
爐,炉
爐,炉
爐,炉
燒,焼
燒,焼
燒,焼
灣,湾
灣,湾
灣,湾
濱,浜
濱,浜
濱,浜
濕,湿
濕,湿
濕,湿
濟,済
濟,済
濟,済
澤,沢
澤,沢
澤,沢
潛,潜
潛,潜
潛,潜
澁,渋
澁,渋
澁,渋
滯,滞
滯,滞
滯,滞
溪,渓
溪,渓
溪,渓
滿,満
滿,満
滿,満
淺,浅
淺,浅
淺,浅
淨,浄
淨,浄
淨,浄
沒,没
沒,没
氣,気
氣,気
氣,気
毆,殴
毆,殴
毆,殴
殼,殻
殼,殻
殼,殻
殘,残
殘,残
殘,残
歸,帰
歸,帰
歸,帰
歡,歓
歡,歓
歡,歓
歐,欧
歐,欧
歐,欧
飮,飲
飮,飲
盜,盗
盜,盗
盜,盗
櫻,桜
櫻,桜
櫻,桜
檢,検
檢,検
檢,検
樓,楼
樓,楼
樓,楼
樣,様
樣,様
樣,様
樞,枢
樞,枢
樞,枢
權,権
權,権
權,権
樂,楽
樂,楽
樂,楽
榮,栄
榮,栄
榮,栄
棧,桟
棧,桟
棧,桟
條,条
條,条
條,条
霸,覇
霸,覇
霸,覇
曉,暁
曉,暁
曉,暁
晝,昼
晝,昼
晝,昼
晉,晋
晉,晋
斷,断
斷,断
斷,断
變,変
變,変
變,変
數,数
數,数
數,数
敍,叙
敍,叙
敍,叙
敕,勅
敕,勅
敕,勅
效,効
效,効
效,効
收,収
收,収
收,収
擴,拡
擴,拡
擴,拡
擧,挙
擧,挙
擧,挙
擇,択
擇,択
擇,択
據,拠
據,拠
據,拠
攝,摂
攝,摂
攝,摂
搖,揺
搖,揺
搖,揺
插,挿
插,挿
插,挿
搜,捜
搜,捜
搜,捜
挾,挟
挾,挟
挾,挟
拂,払
拂,払
拂,払
拜,拝
拜,拝
拜,拝
擔,担
擔,担
擔,担
拔,抜
拔,抜
拔,抜
戲,戯
戲,戯
戲,戯
戰,戦
戰,戦
戰,戦
戀,恋
戀,恋
戀,恋
懷,懐
懷,懐
懷,懐
應,応
應,応
應,応
慘,惨
慘,惨
慘,惨
愼,慎
愼,慎
愼,慎
惱,悩
惱,悩
惱,悩
惠,恵
惠,恵
惠,恵
惡,悪
惡,悪
惡,悪
恆,恒
恆,恒
恆,恒
從,従
從,従
從,従
徑,径
徑,径
徑,径
彌,弥
彌,弥
彌,弥
彈,弾
彈,弾
彈,弾
廳,庁
廳,庁
廳,庁
廢,廃
廢,廃
廢,廃
廣,広
廣,広
廣,広
帶,帯
帶,帯
帶,帯
巖,巌
巖,巌
嶽,岳
嶽,岳
嶽,岳
峽,峡
峽,峡
峽,峡
屬,属
屬,属
屬,属
屆,届
屆,届
屆,届
對,対
對,対
對,対
專,専
專,専
專,専
將,将
將,将
將,将
寶,宝
寶,宝
寶,宝
寫,写
寫,写
寫,写
寢,寝
寢,寝
寢,寝
實,実
實,実
實,実
學,学
學,学
學,学
孃,嬢
孃,嬢
孃,嬢
奬,奨
奬,奨
奬,奨
奧,奥
奧,奥
奧,奥
壽,寿
壽,寿
壽,寿
壹,壱
壹,壱
壹,壱
壯,壮
壯,壮
壯,壮
壤,壌
壤,壌
壤,壌
壘,塁
壘,塁
壘,塁
壓,圧
